CountryCode,question_label,target_group,education,answer,percentage
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public transport ,38
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"In the street, a square, park, car park or other public place",32
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,In a healthcare setting (hospital or other medical service),5
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public premises or buildings,29
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Other ,16
Netherlands,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Dont Know ,23
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,My home ,32
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Around my family ,61
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,School ,45
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Workplace ,17
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"A cafe, restaurant, pub, club",37
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public transport ,58
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"In the street, a square, park, car park or other public place",60
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,In a healthcare setting (hospital or other medical service),38
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public premises or buildings,47
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Other ,19
Poland,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Dont Know ,6
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,My home ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Around my family ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,School ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Workplace ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"A cafe, restaurant, pub, club",NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public transport ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"In the street, a square, park, car park or other public place",NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,In a healthcare setting (hospital or other medical service),NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public premises or buildings,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Other ,NA
Portugal,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Dont Know ,NA
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,My home ,27
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Around my family ,55
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,School ,36
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Workplace ,41
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"A cafe, restaurant, pub, club",43
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public transport ,55
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,"In the street, a square, park, car park or other public place",56
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,In a healthcare setting (hospital or other medical service),42
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Public premises or buildings,44
Romania,"Places where openness is avoided for fear of being assaulted, threatened or harassed by others",Lesbian women,Lower secondary or less,Other ,5
