CountryCode,question_label,target_group,openness,answer,percentage
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,4
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,4
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,27
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,66
Malta,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,6
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,17
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,48
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,28
Netherlands,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,19
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,27
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,35
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,19
Poland,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,5
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,10
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,36
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,50
Portugal,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,6
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,11
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,37
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,46
Romania,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,7
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,16
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,43
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,34
Sweden,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,5
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,9
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,44
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,42
Slovenia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,11
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,18
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,44
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,27
Slovakia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,11
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,23
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,43
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,23
United Kingdom,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,8
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,19
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,42
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,30
EU-28,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Dont know,0
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,NA
North Macedonia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,NA
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Always,19
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Often,31
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Rarely,27
Serbia,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Gay men,Very open,Never,22
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,0
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,3
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,39
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,57
Austria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,7
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,30
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,45
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,18
Belgium,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,0
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
Bulgaria,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Dont know,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Always,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Often,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Rarely,NA
Cyprus,"Avoid certain places for fear of being assaulted, threatened or harassed because you are LGBTI?",Bisexual women,Very open,Never,NA
