CountryCode,question_label,target_group,LGBTI_openness,answer,percentage
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,NA
Latvia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,NA
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,16
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,19
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,30
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,35
Malta,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,29
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,38
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,23
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,10
Netherlands,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,58
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,23
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,9
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,11
Poland,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,13
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,24
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,32
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,31
Portugal,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,1
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,44
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,16
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,24
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,16
Romania,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,18
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,29
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,36
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,18
Sweden,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,27
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,43
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,14
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,16
Slovenia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,52
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,27
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,8
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,13
Slovakia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,30
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,36
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,22
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,11
United Kingdom,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,25
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,32
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,29
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,15
EU-28,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Dont know,0
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,NA
North Macedonia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,NA
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Always,70
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Often,18
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Rarely,9
Serbia,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Gay men,Very open,Never,3
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,Fairly open,Always,6
Austria,"Avoid holding hands in public with same-sex partner for fear of being assaulted, threatened or harassed",Lesbian women,Fairly open,Often,17
